sample_id	major_species	abundance	taxid	phylum	class	order	family	genus	species
SAMN05718038	Pseudonocardia sp. AL041005-10	84.34	445576	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia sp. AL041005-10
SAMN02194395	Rubrivivax gelatinosus	84.432	28068	Proteobacteria	Betaproteobacteria	Burkholderiales		Rubrivivax	Rubrivivax gelatinosus
SAMN04487930	Cytophaga hutchinsonii	85.37	985	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga hutchinsonii
SAMN04244580	Xanthobacter autotrophicus	85.391	280	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	Xanthobacter autotrophicus
SAMN03216776	Brevibacterium linens	86.326	1703	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium linens
SAMN07658235	Mycolicibacter sinensis	86.381	875328	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter sinensis
SAMN00118193	Ectothiorhodospira sp. BSL-9	86.983	1442136	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospira	Ectothiorhodospira sp. BSL-9
SAMN06295950	Arthrobacter crystallopoietes	87.321	37928	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter crystallopoietes
SAMN08178025	Bosea vaviloviae	87.937	1526658	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea vaviloviae
SAMN04488546	Geodermatophilus obscurus	88.01	1861	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus obscurus
SAMN02142155	Amycolatopsis orientalis	88.155	31958	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis orientalis
SAMN06299279	Salinicola tamaricis	88.385	1771309	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Salinicola	Salinicola tamaricis
SAMN03080605	Arenibacter algicola	88.468	616991	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter algicola
SAMN05921184	Microcystis aeruginosa	88.569	1126	Cyanobacteria		Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
SAMN05660816	Niastella koreensis	88.735	354356	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	Niastella koreensis
SAMN05781237	Trichodesmium erythraeum	88.917	1206	Cyanobacteria		Oscillatoriales	Microcoleaceae	Trichodesmium	Trichodesmium erythraeum
SAMN06295984	Sphingopyxis terrae	88.99	33052	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis terrae
SAMEA3864775	Actinoplanes sp. SE50/110	89.07000000000001	134676	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. SE50/110
SAMN02261330	Cyanobium gracile	89.63799999999999	59930	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanobium	Cyanobium gracile
SAMN03159353	Cedecea neteri	89.988	158822	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea neteri
SAMN03420899	Geobacillus thermoleovorans	90.397	33941	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus thermoleovorans
SAMN04244565	Azospirillum brasilense	90.582	192	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum brasilense
SAMN09074693	Chromohalobacter salexigens	90.844	158080	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter salexigens
SAMN06296388	Paraburkholderia rhizoxinica	91.025	412963	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Mycetohabitans	Paraburkholderia rhizoxinica
SAMEA102060418	Marinovum algicola	91.111	42444	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marinovum	Marinovum algicola
SAMN09081311	Alcanivorax xenomutans	91.141	1094342	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax xenomutans
SAMN05660766	Curtobacterium pusillum	91.176	69373	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium pusillum
SAMN07246942	Rhodopirellula baltica	91.453	265606	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula baltica
SAMN05192567	Methylobacterium phyllosphaerae	91.65	418223	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium phyllosphaerae
SAMN05216364	Petrimonas mucosa	91.738	1642646	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Petrimonas	Petrimonas mucosa
SAMEA3725541	Cellulosimicrobium sp. TH-20	92.115	1980001	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Cellulosimicrobium sp. TH-20
SAMN02194846	Simiduia agarivorans	92.315	447471	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Simiduia	Simiduia agarivorans
SAMN02471431	Hydrogenophaga sp. PBC	92.347	795665	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp. PBC
SAMN08125766	Psychromonas ingrahamii	92.397	357794	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas ingrahamii
SAMEA3545242	Roseburia hominis	92.448	301301	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis
SAMEA2421762	Tatumella ptyseos	92.943	82987	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella ptyseos
SAMN04580770	Erythrobacter flavus	92.977	192812	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter flavus
SAMN06173321	Psychrobacter cryohalolentis	93.125	330922	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter cryohalolentis
SAMN04495803	Eikenella corrodens	93.422	539	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens
SAMN02923810	Leptotrichia sp. oral taxon 212	93.489	712357	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia sp. oral taxon 212
SAMN02441553	Candidatus Methylopumilus planktonicus	93.506	1581557	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Candidatus Methylopumilus	Candidatus Methylopumilus planktonicus
SAMN06297142	Thermoanaerobacter mathranii	93.549	583357	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter mathranii
SAMN00203937	Planktomarina temperata	93.681	1284658	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
SAMN08125772	Psychroflexus torquis	93.743	57029	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	Psychroflexus torquis
SAMN02745503	Sulfitobacter sp. SK025	93.82	1389011	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. SK025
SAMN05216365	Proteiniphilum saccharofermentans	94.049	1642647	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	Proteiniphilum	Proteiniphilum saccharofermentans
SAMEA4553727	Cobetia marina	94.151	28258	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia	Cobetia marina
SAMN06294336	Chromobacterium violaceum	94.183	536	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum
SAMN02194887	Pannonibacter phragmitetus	94.184	121719	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pannonibacter	Pannonibacter phragmitetus
SAMN09302856	Synechocystis sp. PCC 6714	94.231	1147	Cyanobacteria		Synechococcales	Merismopediaceae	Synechocystis	Synechocystis sp. PCC 6714
SAMN02194604	Methylophilus sp. TWE2	94.313	1662285	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylophilus	Methylophilus sp. TWE2
SAMN02910415	[Mannheimia] succiniciproducens	94.41	157673	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Basfia	[Mannheimia] succiniciproducens
SAMN05216479	Magnetospirillum gryphiswaldense	94.43	55518	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum gryphiswaldense
SAMN00690848	Parvimonas micra	94.489	33033	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
SAMN06296429	Janibacter indicus	94.559	857417	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter indicus
SAMN05421681	Lysobacter enzymogenes	94.66	69	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter enzymogenes
SAMN00811179	Brucella abortus	94.777	235	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus
SAMN08779097	Winogradskyella sp. RHA_55	94.797	1249933	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. RHA_55
SAMN00115033	Dermacoccus nishinomiyaensis	94.826	1274	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Dermacoccus	Dermacoccus nishinomiyaensis
SAMN06272740	Epibacterium mobile	94.871	379347	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Epibacterium	Epibacterium mobile
SAMN06265362	Xenorhabdus bovienii	94.887	40576	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus bovienii
SAMD00064380	Micromonospora aurantiaca	94.903	47850	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora aurantiaca
SAMN05417667	Gordonia terrae	94.931	2055	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia terrae
SAMN02198996	Gramella sp. MAR_2010_102	94.991	1250231	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella sp. MAR_2010_102
SAMEA4668384	Sorangium cellulosum	95.014	56	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum
SAMN05421758	Salimicrobium jeotgali	95.164	1230341	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salimicrobium	Salimicrobium jeotgali
SAMN02745120	Acetoanaerobium sticklandii	95.19	1511	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Acetoanaerobium	Acetoanaerobium sticklandii
SAMN05216353	Halobacillus halophilus	95.357	1570	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus halophilus
SAMN07312439	Lelliottia amnigena	95.409	61646	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia amnigena
SAMN04488569	Marinilactibacillus sp. 15R	95.659	1911586	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	Marinilactibacillus sp. 15R
SAMN04487905	Actinopolyspora erythraea	95.662	414996	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora erythraea
SAMN00690724	Adlercreutzia equolifaciens	95.726	446660	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens
SAMN07774668	Edwardsiella tarda	95.729	636	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella tarda
SAMN07944235	Cryobacterium sp. LW097	95.806	1978566	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium	Cryobacterium sp. LW097
SAMN09083419	Azorhizobium caulinodans	95.889	7	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Azorhizobium	Azorhizobium caulinodans
SAMN05444415	Salipiger profundus	95.956	1229727	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salipiger	Salipiger profundus
SAMN02745723	Pragia fontium	96.009	82985	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Pragia	Pragia fontium
SAMN09009630	Asaia bogorensis	96.027	91915	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Asaia	Asaia bogorensis
SAMN02194208	Vitreoscilla sp. C1	96.059	96942	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Vitreoscilla	Vitreoscilla sp. C1
SAMN03850950	Finegoldia magna	96.079	1260	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
SAMN08932708	Dermabacter vaginalis	96.151	1630135	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Dermabacter	Dermabacter vaginalis
SAMN06295909	Plantibacter flavus	96.211	150123	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Plantibacter	Plantibacter flavus
SAMN04487941	Pontibacter akesuensis	96.233	388950	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter akesuensis
SAMN09083212	Idiomarina loihiensis	96.318	135577	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina loihiensis
SAMN08131257	Virgibacillus pantothenticus	96.417	1473	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus pantothenticus
SAMN02214607	Gemella morbillorum	96.421	29391	Firmicutes	Bacilli	Bacillales		Gemella	Gemella morbillorum
SAMN05661042	Salegentibacter salegens	96.454	143223	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter salegens
SAMN08932709	Eggerthella lenta	96.534	84112	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta
SAMN04244547	Azotobacter vinelandii	96.545	354	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii
SAMN08667746	Coprothermobacter proteolyticus	96.554	35786	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	Coprothermobacter proteolyticus
SAMN05421766	Zobellia galactanivorans	96.557	63186	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans
SAMN02375020	Rhodomicrobium vannielii	96.588	1069	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium	Rhodomicrobium vannielii
SAMN08117974	Macrococcus caseolyticus	96.662	69966	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus caseolyticus
SAMN02194408	Methylococcus capsulatus	96.739	414	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus capsulatus
SAMN08775231	Petrotoga mobilis	96.766	69499	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Petrotoga mobilis
SAMN02261504	Planktothrix agardhii	96.812	1160	Cyanobacteria		Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix agardhii
SAMN08769784	Marinobacter hydrocarbonoclasticus	96.834	2743	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus
SAMEA3545250	Collinsella aerofaciens	96.876	74426	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
SAMN03273550	Allofrancisella guangzhouensis	96.933	594679	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Allofrancisella	Allofrancisella guangzhouensis
SAMEA3545427	[Eubacterium] hallii	96.936	39488	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii
SAMN06040408	Leclercia sp. LSNIH3	96.939	1920116	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia sp. LSNIH3
SAMN03021535	Exiguobacterium sp. ZWU0009	96.982	1224749	Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sp. ZWU0009
SAMN02745466	Sulfurimonas gotlandica	97.005	1176482	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas gotlandica
SAMEA104711405	Rickettsia typhi	97.031	785	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia typhi
SAMN09932324	Oceanobacillus iheyensis	97.07	182710	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus iheyensis
SAMN01919351	Thermotoga maritima	97.143	2336	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima
SAMN08769261	Intestinimonas butyriciproducens	97.147	1297617	Firmicutes	Clostridia	Clostridiales		Intestinimonas	Intestinimonas butyriciproducens
SAMN02261325	Methylomicrobium alcaliphilum	97.205	271065	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomicrobium	Methylomicrobium alcaliphilum
SAMN09064162	Roseateles depolymerans	97.272	76731	Proteobacteria	Betaproteobacteria	Burkholderiales		Roseateles	Roseateles depolymerans
SAMD00027372	Tistrella mobilis	97.301	171437	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Tistrella	Tistrella mobilis
SAMEA1411908	Fluoribacter dumoffii	97.331	463	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter	Fluoribacter dumoffii
SAMN04488061	Candidatus Filomicrobium marinum	97.331	1608628	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	Candidatus Filomicrobium marinum
SAMN03468742	Acidovorax avenae	97.447	80867	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax avenae
SAMN02849403	[Clostridium] sphenoides	97.51	29370	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora sphenoides
SAMN08720249	Streptacidiphilus sp. DSM 106435	97.545	2126346	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus sp. DSM 106435
SAMN02769648	Dehalobacter restrictus	97.633	55583	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Dehalobacter restrictus
SAMN02256443	Gallibacterium anatis	97.662	750	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium anatis
SAMN04487931	Desulfobacula toluolica	97.67	28223	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula	Desulfobacula toluolica
SAMN05216403	Nitrosospira multiformis	97.687	1231	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira multiformis
SAMN05421788	Filimonas lacunae	97.692	477680	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Filimonas	Filimonas lacunae
SAMN04489762	Terribacillus aidingensis	97.7	586416	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	Terribacillus aidingensis
SAMN00103461	Atopobium parvulum	97.716	1382	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium parvulum
SAMN06473743	Faecalitalea cylindroides	97.72	39483	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea cylindroides
SAMN00102961	Veillonella parvula	97.772	29466	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
SAMD00020309	Komagataeibacter medellinensis	97.772	1177712	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter medellinensis
SAMEA4442169	Kingella kingae	97.857	504	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella kingae
SAMEA104569583	Leuconostoc mesenteroides	97.865	1245	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc mesenteroides
SAMN02584943	Kocuria palustris	97.865	71999	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria palustris
SAMN06684312	Pectobacterium carotovorum	97.884	554	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium carotovorum
SAMN09932497	Nocardiopsis dassonvillei	97.91	2014	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis dassonvillei
SAMEA871978	Alistipes shahii	97.937	328814	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii
SAMN02665667	Anaplasma phagocytophilum	97.981	948	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
SAMD00064387	Microlunatus phosphovorus	98.017	29405	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus phosphovorus
SAMN05660479	Microbulbifer thermotolerans	98.059	252514	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	Microbulbifer thermotolerans
SAMN02934513	Raoultella planticola	98.084	575	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella planticola
SAMEA3206038	Propionibacterium freudenreichii	98.084	1744	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii
SAMEA3545422	Anaerostipes hadrus	98.093	649756	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
SAMN09074743	Aneurinibacillus soli	98.095	1500254	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus soli
SAMEA3319245	Actinotignum schaalii	98.107	59505	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinotignum	Actinotignum schaalii
SAMEA3545433	Faecalibacterium prausnitzii	98.13	853	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii
SAMN02745216	Desulfatibacillum alkenivorans	98.171	259354	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum alkenivorans
SAMEA3643113	Ensifer adhaerens	98.183	106592	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer adhaerens
SAMN06173302	Brevundimonas vesicularis	98.186	41276	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas vesicularis
SAMN05216246	Actinomyces sp. Chiba101	98.188	1851395	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. Chiba101
SAMEA3357455	Comamonas kerstersii	98.218	225992	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas kerstersii
SAMN06269154	Photorhabdus laumondii	98.267	2218628	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus laumondii
SAMN02261422	Marinitoga piezophila	98.276	149715	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	Marinitoga piezophila
SAMN02199001	Dermatophilus congolensis	98.282	1863	Actinobacteria	Actinobacteria	Micrococcales	Dermatophilaceae	Dermatophilus	Dermatophilus congolensis
SAMN09912143	Clavibacter insidiosus	98.283	33014	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter michiganensis
SAMN05428936	Pelagibacterium halotolerans	98.291	531813	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pelagibacterium	Pelagibacterium halotolerans
SAMN02261385	Rahnella aquatilis	98.309	34038	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	Rahnella aquatilis
SAMN04488083	Archangium gephyra	98.355	48	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Archangium	Archangium gephyra
SAMEA3545357	Ruminococcus bicirculans	98.385	1160721	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bicirculans
SAMN05151727	Caldicellulosiruptor bescii	98.389	31899	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor bescii
SAMEA3545317	Turicibacter sp. H121	98.393	1712675	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sp. H121
SAMEA2201860	Carnobacterium maltaromaticum	98.441	2751	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium maltaromaticum
SAMN03737945	Arcobacter bivalviorum	98.444	663364	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Halarcobacter	Halarcobacter bivalviorum
SAMN06173323	Streptobacillus moniliformis	98.466	34105	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus moniliformis
SAMN09083439	Microvirgula aerodenitrificans	98.468	57480	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Microvirgula	Microvirgula aerodenitrificans
SAMN05992342	Microbacterium sp. 1.5R	98.487	1916917	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 1.5R
SAMD00013964	Candidatus Tachikawaea gelatinosa	98.521	1410383	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Tachikawaea	Candidatus Tachikawaea gelatinosa
SAMN08125767	Alteromonas sp. MB-3u-76	98.528	2058133	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. MB-3u-76
SAMN03840759	Thermincola potens	98.552	863643	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola	Thermincola potens
SAMN02797813	Pediococcus acidilactici	98.568	1254	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici
SAMN02927897	Kosakonia sacchari	98.571	1158459	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia sacchari
SAMN02923802	Mageeibacillus indolicus	98.625	884684	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
SAMN05443572	Myxococcus fulvus	98.629	33	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus fulvus
SAMN02910314	Denitrobacterium detoxificans	98.646	79604	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Denitrobacterium	Denitrobacterium detoxificans
